id,group_key,image_path,object_type,center_x,center_y,bbox_width,bbox_height,area_ratio,aspect_ratio,past_dx,past_dy,past_motion_ratio,future_correction_dx_1,future_correction_dy_1,future_correction_dx_2,future_correction_dy_2,future_correction_dx_3,future_correction_dy_3,future_correction_dx_4,future_correction_dy_4,future_correction_dx_5,future_correction_dy_5,future_correction_dx_6,future_correction_dy_6,future_correction_dx_7,future_correction_dy_7,future_correction_dx_8,future_correction_dy_8
0043e356c28e5726,b0fe05f41b,images/train/0043e356c28e5726.jpg,USV,0.33932291666666664,0.4646139705882353,0.0703125,0.06158088235294118,0.004329905790441176,2.014925373134328,-0.006510416666666667,-0.011029411764705883,0.18219532220653034,-0.12026155678271006,-0.021029343262550394,-0.23526577774978252,-0.03154401489382559,-0.376556677795043,-0.05257335815637598,-0.49681823457775304,-0.07886003723456397,-0.6328517988073759,-0.07886003723456397,-0.7636280272213611,-0.08411737305020157,-0.899661591450984,-0.08937470886583918,-0.9778644617085933,-0.11566138794402717
006177b46b0dec86,b6cf3a91b7,images/train/006177b46b0dec86.jpg,Boat,0.4010416666666667,0.41360294117647056,0.07604166666666666,0.0900735294117647,0.006849341299019608,1.489795918367347,0.004166666666666667,-0.008731617647058824,0.10383006373814882,0.0,0.0015675153642338915,0.0041800409712903774,0.003135030728467783,0.008360081942580755,0.004702546092701675,0.008360081942580755,0.006270061456935566,0.008360081942580755,0.012017617792459835,0.008360081942580755,0.013585133156693727,0.008360081942580755,0.015152648520927618,0.008360081942580755,0.01672016388516151
0118a17a17f26e0c,3c1c8b0c56,images/train/0118a17a17f26e0c.jpg,Boat,0.26838235294117646,0.4416360294117647,0.11213235294117647,0.019301470588235295,0.002164319312283737,5.809523809523809,0.0013786764705882354,0.004595588235294118,0.10313205952464768,-0.0037043474048137483,-0.0024695649365424985,0.0024695649365424985,0.004939129873084997,-0.0012347824682712493,0.0024695649365424985,-0.004939129873084997,0.0,0.02099130196061124,-0.012347824682712493,0.01728695455579749,-0.004939129873084997,0.03333912664332373,-0.0074086948096274965,0.029634779238509986,-0.009878259746169994
011f7623f5535dca,b0fe05f41b,images/train/011f7623f5535dca.jpg,USV,0.24791666666666667,0.4811580882352941,0.090625,0.08363970588235294,0.007579848345588235,1.9120879120879122,-0.015625,-0.008272058823529412,0.24890818807989648,0.009933783547903955,0.00894040519311356,0.01986756709580791,0.013907296967065538,0.03377486406287345,0.018874188741017515,0.043708647610777404,0.027814593934131077,0.05364243115868136,0.036754999127244635,0.06357621470658531,0.04569540432035819,0.07748351167365085,0.05463580951347176,0.08741729522155481,0.06357621470658531
013c2a11c888a05b,b9351a7480,images/train/013c2a11c888a05b.jpg,Boat,0.5057291666666667,0.5833333333333334,0.18958333333333333,0.08888888888888889,0.01685185185185185,3.7916666666666665,-0.005989583333333334,0.009259259259259259,0.08152513994605248,-0.0003343441347741507,-0.0013373765390966028,0.002006064808644904,-0.0026747530781932056,0.004346473752063959,-0.0013373765390966028,0.004012129617289808,-0.0026747530781932056,0.0063525385607088635,-0.004012129617289808,0.008692947504127918,-0.005349506156386411,0.011033356447546973,-0.006686882695483014,0.010699012312772822,-0.008024259234579617
017920bb3810f65f,6fde253657,images/train/017920bb3810f65f.jpg,USV,0.7153645833333333,0.7791666666666667,0.044270833333333336,0.04722222222222222,0.0020905671296296297,1.6666666666666667,0.0036458333333333334,0.014814814814814815,0.2652499854601702,0.0018985212481408905,0.0,-0.003797042496281781,0.007594084992563562,-0.0018985212481408905,0.015188169985127124,-0.007594084992563562,0.015188169985127124,-0.005695563744422672,0.015188169985127124,-0.011391127488845344,0.022782254977690687,-0.009492606240704452,0.022782254977690687,-0.015188169985127124,0.030376339970254247
032e0d0e3c7cd849,b0fe05f41b,images/train/032e0d0e3c7cd849.jpg,USV,0.32421875,0.53125,0.09427083333333333,0.08272058823529412,0.007798138786764706,2.011111111111111,-0.017447916666666667,-0.01332720588235294,0.28600463191740005,-0.002448440076678482,0.002448440076678482,-0.0009793760306713926,0.0009793760306713926,0.0004896880153356963,-0.0004896880153356963,0.0019587520613427853,-0.005876256184028356,0.0034278161073498744,-0.011262824352721015,0.004896880153356964,-0.012731888398728105,0.006365944199364052,-0.018118456567420765,-0.007835008245371141,-0.023505024736113423
03836174becf4caa,b0fe05f41b,images/train/03836174becf4caa.jpg,USV,0.5953125,0.4329044117647059,0.06145833333333333,0.058823529411764705,0.0036151960784313727,1.84375,-0.0015625,-0.0009191176470588235,0.036388906858723875,0.004315193521398391,0.0014383978404661304,0.008630387042796782,0.002876795680932261,0.0014383978404661304,0.004315193521398391,0.005753591361864522,0.005753591361864522,-0.0071919892023306516,0.0071919892023306516,-0.014383978404661303,0.020137569766525823,-0.021575967606991955,0.021575967606991955,-0.034521548171187126,0.034521548171187126
038f6e5938c9583d,b6cf3a91b7,images/train/038f6e5938c9583d.jpg,Boat,0.4390625,0.4921875,0.046875,0.05238970588235294,0.002455767463235294,1.5789473684210527,-0.0010416666666666667,0.003676470588235294,0.06243905410544627,-0.003490449235764129,0.0,0.0,-0.006980898471528258,-0.003490449235764129,-0.006980898471528258,-0.006980898471528258,-0.006980898471528258,-0.010471347707292388,-0.013961796943056517,-0.013961796943056517,-0.020942695414584777,-0.017452246178820647,-0.020942695414584777,-0.020942695414584777,-0.020942695414584777
039864c34a16da91,96ae008b89,images/train/039864c34a16da91.jpg,Boat,0.22552083333333334,0.43425925925925923,0.04583333333333333,0.06481481481481481,0.002970679012345679,1.2571428571428571,-0.004166666666666667,0.001388888888888889,0.10370568995898986,0.025482359571881278,0.00398161868310645,0.04459412925079224,0.0015926474732425799,-0.1656353372172283,-0.007166913629591609,-0.159264747324258,0.0031852949464851598,-0.1656353372172283,-0.00557426615634903,-0.17837651700316895,-0.0015926474732425799,-0.1656353372172283,0.00875956110283419,-0.20385887657505022,0.012741179785940639
